key,zh,ms,ja,en,ko
text.your email address,您的邮件地址,alamat emel anda,ユーザー メール,your email address,사용자 이메일
text.your_changes_will_be_lost,,Perubahan anda akan hilang,,,
title.approval-line editor,审批线编辑器,editor garis kelulusan,決裁ライン編集,approval line editor,결재라인 편집
title.approval-line item list,审批线项目列表,senarai item garis kelulusan,決裁ライン詳細,approval line item list,결재라인 상세
title.approval-line template list,审批线模板列表,senarai templat garis kelulusan,決裁ライン テンプレート リスト,approval line template list,결재라인 템플릿 목록
title.assignee list,受托人列表,senarai penerima tugasan,譲渡人リスト,assignee list,할당자 목록
title.assignees editor,受托人编辑器,editor penerima tugasan,譲渡人リスト編集,assignee editor,할당자 목록 편집
title.attachment list,附件列表,senarai lampiran,添付ファイル照会,attachment list,첨부파일 조회
title.attribute-item list,属性列表,senarai ciri-ciri,属性アイテム リスト,attribute-item list,속성 아이템 리스트
title.attributes,属性,ciri-ciri,属性,attributes,속성
title.auth-provider,身份验证提供者,pemberi pengesahan,認証プロバイダ,auth provider,인증 제공자
title.board view setting,面板界面设置,,ボード ビュー設定,Board UI setting,보드 뷰 설정
title.board-template list,看板模板,templat papan,ボードテンプレート管理,board template list,보드템플릿 조회
title.code-management,代码管理,code management,共通コード管理,code management,공통코드 관리
title.code-management-detail,代码管理详情,code management detail,共通コード管理詳細,code management detail,공통코드 관리 상세
title.common-approval-line template list,常用审批线模板列表,senarai templat garis kelulusan biasa,共通決裁ライン テンプレート リスト,common approval line template list,공통 결재라인 템플릿 목록
title.contact,接触,kenalan,連絡先,contact,연락처
title.contact list,联系人列表,senarai kenalan,連絡先リスト,contact list,연락처 관리
title.copy,复制,,コピー,Copy,복사
title.create-board,创建标签,,ボード作成,create board,보드 생성
title.create-group,创建组,,グループ作成,create group,그룹 생성
title.create_domain,域创建,cipta domain,ドメイン作成,create domain,도메인 생성하기
title.default label printer,[zh] default label printer,[ms] default label printer,ラベル プリンタ選択,default label printer,라벨 프린터 선택
title.department list,部门列表,senarai jabatan,部署リスト,department list,부서 목록
title.department tree,部门层级图,hierarki jabatan,部署階層図,department hierarchy,부서 조직도
title.domain-link management,域链接管理,pengurusan pautan domain,ドメインリンク管理,domain link management,도메인 링크 관리
title.edit,编辑,edit,編集,edit,편집
title.edit code,代码编辑,edit kod,,edit code,코드 편집
title.edit hashtags,编辑标签,sunting tanda pagar,ハッシュタグを編集,edit hashtags,해시태그 편집
title.edit json,JSON编辑,edit json,,edit json,JSON 편집
title.edit privilege,编辑权限,kebenaran sunting,編集権限,edit privilege,권한 편집
title.employee list,员工列表,senarai pekerja,職員リスト,employee list,직원 목록
title.employees-by-department,按部门分类的员工,pekerja mengikut jabatan,部署別の従業員,Employees By Department,부서별 직원
title.error,异常,,エラー,Error,에러
title.forgot password,忘记密码,lupa kata laluan,パスワード探し,forgot password,비밀번호 찾기
title.i18n-label,多语言标签,label pelbagai bahasa,多言語ラベル,multi-lingual label,다국어 라벨
title.import,导入,import,読み込み,import,가져 오기
title.import connection,导入连接,import sambungan,インポート接続,import connection,커넥션 불러오기
title.import scenario,标题导入场景,import senario,シナリオ読み込み,import scenario,시나리오 불러오기
title.info,信息,,情報,Information,정보
title.invalid input,输入无效,invalid input,無効な入力値,invalid input,유효하지 않은 입력값
title.lookup role,查找角色,cari peranan,ロール検索,lookup role,역할 검색
title.lookup system-user,查找系统用户,cari pengguna sistem,システムユーザーを検索,lookup system user,시스템 사용자 검색
title.lookup user,查找用户,cari pengguna,ユーザー検索,lookup user,사용자 검색
title.mdibar setting,MDI设置,Tetapan MDI,MDI設定,MDI setting,MDI 설정
title.move to this domain,移动到此域名,pindah ke domain ini,このドメインに移動,move to this domain,이 도메인으로 이동하기
title.my-approval-line template list,我的审批线模板列表,senarai templat garis kelulusan saya,マイ決裁ライン テンプレート リスト,my approval line template list,나의 결재라인 템플릿 목록
title.need help,需要帮助?,perlu bantuan?,何かお困りですか?,need help?,도움이 필요하세요?
title.new-preferences,创建设置,,設定生成,New Preferences,설정 생성
title.new-variable,新的变量,,変数生成,New Variable,변수 생성
title.nothing selected,未选择,tiada yang dipilih,選択された項目がありません.,nothing selected,선택된 항목이 없습니다.
title.notification subscription,通知订阅,langganan pemberitahuan,通知受信,notification subscription,알림 수신
title.notification-sender,消息发送人,pengirim pemberitahuan,通知送信,notification sender,알림 전송
title.open attributes view,打开属性视图,lihat atribut terbuka,属性リストを見る,open attributes view,속성목록 보기
title.organization,组织,organisasi,組織,organization,조직
title.owner_transfer,业主权限转移,menukar pemilik,ドメイン所有者変更,owner transfer,도메인 소유자 변경하기
title.partner_setting,,,,partner setting,
title.partners,合作伙伴,rakan kongsi,パートナー管理,partners,파트너 관리
title.pdf-template list,,,,PDF template list,PDF 템플릿 리스트
title.protected-privileges,受保护的权限,hak istimewa yang dilindungi,保護されている権限,protected privileges,보호되는 권한
title.release note setting,发布说明设置,Pengaturan catatan rilis,リリースノート設定,release note setting,릴리즈 노트 설정
title.release-note,发布说明,Catatan rilis,リリースノート,release note,릴리즈 노트
title.reset password,重置密码,reset kata laluan,パスワード リセット,reset password,비밀번호 초기화
title.scenario-detail,方案详细信息,perincian senario,シナリオ詳細ステップ,scenario detail,시나리오 상세스텝
title.scenario-instance,场景实例,contoh senario,シナリオ インスタンス,scenario instance,시나리오 인스턴스
title.scenario-log,场景日志,log senario,シナリオ ログ,scenario log,시나리오 로그
title.schedule detail,日程详情,butiran jadual,スケジュール詳細,schedule detail,스케쥴 상세
title.schedule list,时间表列表,senarai jadual,スケジュールリスト,schedule list,스케쥴 목록
title.secure-ip-list,安全 IP 列表,senarai IP yang selamat,セキュアな IP リスト,secured IP list,보안 IP 리스트
title.select attachment,选择文件,,ファイル選択,select attachment,파일 선택
title.select board,选择看板,,ボード選択,select board,보드 선택
title.select entity,选择实体,pilih entiti,エンティティ選択,select entity,엔티티 선택
title.select font,选择字体,,フォント選択,select font,폰트 선택
title.select_item,选择项目,pilih item,アイテム選択,select item,아이템 선택
title.setting,设置,Tetapan,設定,,설정
title.setting schedule,时间表配置,,スケジュール設定,setting schedule,스케쥴 설정
title.sign in,登录,log masuk,ログイン,sign in,로그인
title.sign up,注册,daftar,ユーザー登録,sign up,사용자 등록
title.state-register,状态登记表,daftar keadaan,状態登録簿,state register,상태 등록부
title.switch domain,切换域名,Tukar domain,ドメイン変更,switch domain,도메인 변경
title.terminology,术语,istilah,用語,terminology,용어
title.theme list,设计主题列表,,テーマリスト,theme list,테마 리스트
title.theme setting,主题设置,tetapan tema,テーマ設定,theme setting,테마 설정
title.title-on-page-header setting,标题设置,tetapan tajuk,タイトル設定,title setting,타이틀 설정
title.unlock account,解锁帐户,buka semula akaun,アカウントロック解除,unlock account,계정 잠금 해제
title.update-domain,更新域名,,ドメイン修正,Update Domain,도메인 수정
title.update-group,修改组,,グループ修正,Update Group,그룹 수정
title.update-preferences,保存配置,,設定修正,Update Preferences,설정 수정
